s.no,ward_name,ward_id,no_of_manholes,Population,waste_colleccted,no_of_robo's,Total_sewer_length,area,perimeter,landuse_classes
1,Hasmathpet,1,8000,1258963,100,15,145,726916.255,5197.439,"Residential, Slum, Water_body"
